First Name,Last Name,Age,Rank,Classification,Date of Incident,Date of Death,Cause Of Death,Nature Of Death,Duty,Activity,Emergency,Property Type,
Linda,Hernandez,34,Firefighter,Career,"May 22, 1999","Sep 18, 2001",,,On-Scene Fire,Ventilation,Yes,Residential,
Clarence,Kreitzer,78,Firefighter,Volunteer,"Sep 25, 2001","Sep 25, 2001",Stress/Overexertion,Heart Attack,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Bradley,Golden,19,Firefighter,Volunteer,"Sep 25, 2001","Sep 25, 2001",Trapped,Suffocation,Training,Search and Rescue,No,Residential,
Daniel,Woodward,32,Captain,Volunteer,"Sep 26, 2001","Sep 26, 2001",Stress/Overexertion,Heart Attack,On-Scene Fire,Salvage and Overhaul,Yes,Residential,
James,Smith,,Firefighter/EMT,Volunteer,"Jan 17, 1997","Oct 6, 2001",Impact,Other,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Kenneth,Frayne,28,Firefighter,Volunteer,"Oct 13, 2001","Oct 13, 2001",Trapped,Suffocation,Training,Other,No,Outdoor Property,
Jay,Jahnke,40,Captain,Career,"Oct 13, 2001","Oct 13, 2001",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Robert,Marsh,78,Firefighter,Volunteer,"Oct 14, 2001","Oct 14, 2001",Stress/Overexertion,Heart Attack,Response,Vehicle Driver,Yes,Street/Road,
Michael,Elliott,46,FireFighter,Volunteer,"Oct 24, 2001","Oct 24, 2001",Impact,Trauma,On-Scene Emergency,Personal Vehicle Driver/Passenger,Yes,Outdoor Property,
William,Howzdy,71,Firefighter,Volunteer,"Oct 25, 2001","Oct 25, 2001",Stress/Overexertion,Heart Attack,On-Duty,In-Station Duties,No,Store/Office,
Dennis 'Denny',Dart,62,Senior Firefighter,Volunteer,"Nov 2, 2001","Nov 2, 2001",Stress/Overexertion,Heart Attack,On-Scene Fire,Water Supply,Yes,Street/Road,
Gary,Cruise,48,Engineer,Career,"Apr 22, 2001","Nov 3, 2001",Stress/Overexertion,Heart Attack,Training,Other,No,Store/Office,
George,Danielson Jr.,77,Firefighter,Volunteer,"Sep 14, 2001","Nov 8, 2001",Impact,Trauma,Response,Support,Yes,Street/Road,
Hairold,Strode,46,Firefighter,Career,"Nov 10, 2001","Nov 10, 2001",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
James,Hanson,,Firefighter,Volunteer,"Nov 10, 2001","Nov 10, 2001",Stress/Overexertion,Heart Attack,On-Duty,Other,Yes,Residential,
Clifford,"White, Jr.",21,Firefighter,Volunteer,"Nov 19, 2001","Nov 19, 2001",Impact,Trauma,Response,Vehicle Passenger,Yes,Street/Road,
Paula,Varble,40,Fire Chief,Volunteer,"Nov 20, 2001","Nov 21, 2001",Stress/Overexertion,Stroke,On-Scene Emergency,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Debra,Sinard,43,Firefighter,Volunteer,"Dec 11, 2001","Dec 11, 2001",Stress/Overexertion,Heart Attack,Training,Advance Hose Lines/Fire Attack,No,Store/Office,
Ralph,Vance,68,Firefighter,Volunteer,"Dec 14, 2001","Dec 14, 2001",Stress/Overexertion,Heart Attack,Response,Vehicle Driver,Yes,Street/Road,
Darrell,Thomas,48,Assistant Chief,Career,"Dec 15, 2001","Dec 15, 2001",Stress/Overexertion,Heart Attack,On-Duty,In-Station Duties,No,Store/Office,
David,Butler,43,Firefighter,Volunteer,"Dec 24, 2001","Dec 24, 2001",Stress/Overexertion,Heart Attack,Response,Vehicle Driver,Yes,Street/Road,
Richard,Majors,45,Firefighter,Career,"Jan 11, 2002","Jan 11, 2002",Stress/Overexertion,Heart Attack,On-Duty,In-Station Duties,No,Store/Office,
Robert,Feeney,41,Firefighter,Volunteer,"Jan 16, 2002","Jan 16, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Water Supply,Yes,Residential,
Thomas,Andersen,48,Assistant Chief,Career,"Jan 21, 2002","Jan 21, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Elmer,Bell,44,Firefighter,Career,"Jan 19, 2002","Jan 21, 2002",Stress/Overexertion,Stroke,On-Duty,Other,No,N/A,
Dustin,Schwendeman,26,Firefighter,Volunteer,"Jan 21, 2002","Jan 22, 2002",Impact,Trauma,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Mark,Edwards,41,Engineer,Volunteer,"Mar 3, 2001","Jan 29, 2002",Fall,Trauma,On-Duty,Support,No,Store/Office,
Thomas,Brooks,48,Master Firefighter,Career,"Jan 31, 2002","Jan 31, 2002",Stress/Overexertion,Heart Attack,On-Duty,In-Station Duties,No,Store/Office,
Louis,Rickards,55,President,Volunteer,"Feb 3, 2002","Feb 3, 2002",Impact,Trauma,On-Duty,Vehicle Driver,No,Street/Road,
Steven,Olander,39,Firefighter,Career,"Jan 10, 2002","Feb 7, 2002",Impact,Stroke,On-Scene Fire,Search and Rescue,Yes,Residential,
Rex,Walter,69,Firefighter,Volunteer,"Feb 10, 2002","Feb 10, 2002",Stress/Overexertion,Heart Attack,Response,Other,Yes,Store/Office,
Vincent,Davis,42,Firefighter,Career,"Feb 11, 2002","Feb 11, 2002",Trapped,Trauma,On-Scene Fire,Support,Yes,Residential,
Robert,"Nichols, Jr.",39,Lieutenant,Volunteer,"Feb 13, 2002","Feb 13, 2002",Stress/Overexertion,Heart Attack,On-Scene Emergency,Support,Yes,Street/Road,
Raymond,Ebel,62,Chief,Volunteer,"Feb 18, 2002","Feb 18, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Support,Yes,Residential,
Thomas,Murray,21,Firefighter,Volunteer,"Mar 1, 2002","Mar 1, 2002",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Richard,Dake,48,Firefighter,Volunteer,"Mar 4, 2002","Mar 4, 2002",Impact,Trauma,Training,Vehicle Driver,No,Street/Road,
Joshua,Earley,22,Firefighter,Career,"Mar 4, 2002","Mar 6, 2002",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
John,Ginocchetti,41,Firefighter/Paramedic,Career,"Mar 7, 2002","Mar 7, 2002",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Timothy,Lynch,28,Firefighter/Paramedic,Volunteer,"Mar 7, 2002","Mar 7, 2002",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Leo,Swank,50,Lieutenant,Volunteer,"Mar 16, 2002","Mar 16, 2002",Stress/Overexertion,Heart Attack,Response,Vehicle Passenger,Yes,Street/Road,
Clarence,Birchmore,60,Chief,Volunteer,"Mar 16, 2002","Mar 16, 2002",Stress/Overexertion,Heart Attack,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Joan,Spear,46,Senior Engine Boss,Career,"Mar 18, 2002","Mar 18, 2002",Stress/Overexertion,Stroke,Training,Fitness Activity,No,Outdoor Property,
Adam,Weisenberger,19,Private,Volunteer,"Mar 20, 2002","Mar 20, 2002",Impact,Trauma,On-Scene Emergency,EMS/Patient Care,Yes,Street/Road,
Bernes,Schutte,69,Firefighter,Volunteer,"Mar 20, 2002","Mar 20, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Other,Yes,Outdoor Property,
John,"Keppler, Jr.",54,Captain,Volunteer,"Mar 21, 2002","Mar 21, 2002",Stress/Overexertion,Heart Attack,Return,Other,No,,
Allen,Frye,31,Captain,Volunteer,"Mar 25, 2002","Mar 25, 2002",Impact,Trauma,Training,Other,No,Street/Road,
Steven,Jones,46,Chief,Career,"Mar 16, 2002","Mar 26, 2002",Impact,Violence,On-Scene Fire,Support,Yes,Residential,
Fred,Johnson,71,Firefighter,Volunteer,"Mar 27, 2002","Mar 28, 2002",Stress/Overexertion,Heart Attack,Training,Other,No,Store/Office,
Jackie,"Ellington, Jr.",19,Firefighter,Career,"Apr 1, 2002","Apr 1, 2002",Impact,Trauma,On-Duty,Personal Vehicle Driver/Passenger,No,Street/Road,
Mark,Mansfield,30,Firefighter,Career,"Apr 6, 2002","Apr 6, 2002",,Heart Attack,On-Duty,In-Station Duties,No,Store/Office,
Kevin,Baker,39,Firefighter,Volunteer,"Apr 6, 2002","Apr 7, 2002",Stress/Overexertion,Heart Attack,On-Scene Emergency,Support,Yes,Residential,
Edna,Bishop,29,Firefighter,Volunteer,"Apr 7, 2002","Apr 7, 2002",Impact,Trauma,Response,Vehicle Passenger,Yes,Street/Road,
William,Beard Jr.,56,Captain,Career,"Apr 10, 2002","Apr 10, 2002",Stress/Overexertion,Heart Attack,Training,Support,No,Residential,
Earl,Hemphill,61,Chief,Career,"Apr 11, 2002","Apr 11, 2002",Impact,Trauma,On-Scene Emergency,Incident Command,Yes,Street/Road,
William,"Tripp, Jr.",28,Firefighter,Volunteer,"Apr 13, 2002","Apr 13, 2002",,Other,On-Scene Emergency,Other,Yes,Street/Road,
John,Nuber,56,Firefighter/Driver,Career,"Apr 27, 2002","Apr 27, 2002",Stress/Overexertion,Heart Attack,On-Duty,Other,No,Residential,
Derek,Martin,38,Captain,Career,"May 3, 2002","May 3, 2002",Trapped,Suffocation,On-Scene Fire,Search and Rescue,Yes,Industrial,
Robert 'Rob',Morrison,38,Captain,Career,"May 3, 2002","May 4, 2002",Trapped,Suffocation,On-Scene Fire,Search and Rescue,Yes,Industrial,
Christopher,Kangas,14,Junior Firefighter,Volunteer,"May 4, 2002","May 5, 2002",Impact,Trauma,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Thomas,Kickler,38,Firefighter,Volunteer,"May 6, 2002","May 6, 2002",Stress/Overexertion,Heart Attack,On-Duty,Advance Hose Lines/Fire Attack,Yes,Residential,
Joseph,"Tynan, Jr.",55,Firefighter,Career,"Nov 23, 1982","May 8, 2002",Vehicle Collision,Trauma,Response,Vehicle Passenger,Yes,Street/Road,
Jeremy,Brown,27,Firefighter,Volunteer,"May 14, 2002","May 14, 2002",Stress/Overexertion,Heart Attack,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Sekou,Turner,28,Firefighter,Career,"May 22, 2002","May 22, 2002",Stress/Overexertion,Heart Attack,On-Scene Emergency,Support,Yes,Street/Road,
Rodney,Chambers,51,Firefighter,Volunteer,"May 27, 2002","May 27, 2002",Stress/Overexertion,Heart Attack,On-Duty,Other,Yes,Residential,
Gerald,Allbritton,45,Engineer,Career,"May 29, 2002","May 29, 2002",Stress/Overexertion,Heart Attack,On-Duty,In-Station Duties,No,Store/Office,
Robert,Broussard,59,Firefighter,Career,"May 31, 2002","May 31, 2002",Stress/Overexertion,Heart Attack,Training,Other,No,Outdoor Property,
Terry,Stinson,44,Firefighter,Career,"May 27, 2002","Jun 7, 2002",Stress/Overexertion,Heart Attack,On-Duty,Support,Yes,Store/Office,
Shane,Kelly,26,Firefighter/EMT,Career,"Jun 8, 2002","Jun 8, 2002",Impact,Trauma,On-Scene Emergency,Other,Yes,Street/Road,
Paul,Jolliff,37,Private,Career,"Jun 14, 2002","Jun 14, 2002",Trapped,Suffocation,Training,Other,No,Outdoor Property,
Steven,Wass,42,Pilot,Career,"Jun 17, 2002","Jun 17, 2002",Vehicle Collision,Trauma,On-Scene Fire,Vehicle Driver,Yes,Outdoor Property,
Craig,Labare,36,Co-Pilot,Career,"Jun 17, 2002","Jun 17, 2002",Vehicle Collision,Trauma,On-Scene Fire,Vehicle Driver,Yes,Outdoor Property,
Michael,Davis,59,Engineer,Career,"Jun 17, 2002","Jun 17, 2002",Vehicle Collision,Trauma,On-Scene Fire,Vehicle Driver,Yes,Outdoor Property,
Daniel,Rama,28,Firefighter/Crew Leader,Career,"Jun 21, 2002","Jun 21, 2002",Vehicle Collision,Trauma,On-Duty,Vehicle Passenger,No,Street/Road,
Jake,Martindale,20,Firefighter,Career,"Jun 21, 2002","Jun 21, 2002",Vehicle Collision,Trauma,On-Duty,Vehicle Passenger,No,Street/Road,
Retha,Shirley,19,Firefighter,Career,"Jun 21, 2002","Jun 21, 2002",Vehicle Collision,Trauma,On-Duty,Vehicle Passenger,No,Street/Road,
Zachary,Zigich,18,Firefighter,Career,"Jun 21, 2002","Jun 21, 2002",Vehicle Collision,Trauma,On-Duty,Vehicle Passenger,No,Street/Road,
Bartholomew,Bailey,20,Firefighter,Career,"Jun 21, 2002","Jun 24, 2002",Vehicle Collision,Trauma,On-Duty,Vehicle Passenger,No,Street/Road,
Richard,Cusson,32,Firefighter Trainee/MRT,Volunteer,"Jun 30, 2002","Jun 30, 2002",Impact,Trauma,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Kim,Granholm,29,Captain,Volunteer,"Jul 1, 2002","Jul 1, 2002",Impact,Trauma,On-Scene Fire,Support,Yes,Street/Road,
Alan,Wyatt,51,Firefighter,Career,"Jul 2, 2002","Jul 2, 2002",Impact,Trauma,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Andrew,Waybright,23,Firefighter Recruit,Career,"Jul 3, 2002","Jul 3, 2002",Stress/Overexertion,,Training,Fitness Activity,No,Outdoor Property,
Thomas,"Stewart, III",30,Firefighter/EMT,Career,"Jul 4, 2002","Jul 4, 2002",Impact,Trauma,On-Scene Fire,Search and Rescue,Yes,Residential,
James,Sylvester,31,Chief,Volunteer,"Jul 4, 2002","Jul 4, 2002",Impact,Trauma,On-Scene Fire,Search and Rescue,Yes,Residential,
John,West,40,Deputy Fire Marshal,Career,"Jul 4, 2002","Jul 4, 2002",Impact,Trauma,On-Scene Fire,Search and Rescue,Yes,Residential,
Barry,Dockter,44,Firefighter,Volunteer,"Jul 4, 2002","Jul 5, 2002",Impact,Trauma,On-Duty,Other,No,Outdoor Property,
Milt,Stollak,56,Pilot,Career,"Jul 18, 2002","Jul 18, 2002",Vehicle Collision,Trauma,On-Scene Fire,Vehicle Driver,Yes,Outdoor Property,
Rick,Schwartz,57,Pilot,Career,"Jul 18, 2002","Jul 18, 2002",Vehicle Collision,Trauma,On-Scene Fire,Vehicle Driver,Yes,Outdoor Property,
Steven,Oustad,51,Firefighter,Career,"Jul 28, 2002","Jul 28, 2002",Impact,Trauma,On-Scene Fire,Other,Yes,Outdoor Property,
Heather,DePaolo-Johnny,29,Firefighter,Career,"Jul 28, 2002","Jul 28, 2002",Impact,Trauma,On-Scene Fire,Other,Yes,Outdoor Property,
John,Self,19,Firefighter,Career,"Jul 28, 2002","Jul 28, 2002",Impact,Trauma,On-Scene Fire,Other,Yes,Outdoor Property,
John,Mickel,32,Lieutenant,Career,"Jul 30, 2002","Jul 30, 2002",Trapped,Suffocation,Training,Search and Rescue,No,Residential,
Dallas,Begg,20,Firefighter,Career,"Jul 30, 2002","Jul 30, 2002",Trapped,Suffocation,Training,Search and Rescue,No,Residential,
Leonard,Knight,52,Pilot,Career,"Jul 30, 2002","Jul 30, 2002",Impact,Trauma,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
David,Martin,48,Firefighter,Volunteer,"Aug 1, 2002","Aug 6, 2002",Fall,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Roger,Dunn,48,Captain,Volunteer,"Aug 12, 2002","Aug 12, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Support,Yes,Residential,
Travis,Wiens,28,Firefighter,Volunteer,"Aug 12, 2002","Aug 12, 2002",Fall,Trauma,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
William,"Goodrich, Jr.",56,Assistant Chief,Volunteer,"Aug 17, 2002","Aug 17, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Incident Command,Yes,Residential,
Harold,"Coons, Jr.",76,Fire Police Captain,Volunteer,"Aug 30, 2002","Aug 30, 2002",Stress/Overexertion,Heart Attack,On-Scene Emergency,Support,Yes,Street/Road,
Joseph,Craft,33,Firefighter,Volunteer,"Sep 3, 2002","Sep 4, 2002",Stress/Overexertion,Heart Attack,Response,Other,Yes,Residential,
Jason,Jackson,17,Firefighter,Volunteer,"Sep 5, 2002","Sep 5, 2002",Impact,Trauma,Response,Vehicle Driver,Yes,Street/Road,
Roger,McMillin,44,Assistant Chief,Volunteer,"Sep 10, 2002","Sep 10, 2002",Trapped,Suffocation,On-Scene Emergency,Search and Rescue,Yes,Manufacturing,
Michael,Kruse,53,Firefighter,Career,"Sep 14, 2002","Sep 14, 2002",Fall,Suffocation,On-Scene Fire,Ventilation,Yes,Residential,
Cassandra 'Sandy',Powell,32,Firefighter,Career,"Sep 23, 2002","Sep 23, 2002",Impact,Trauma,On-Duty,Vehicle Driver,No,Street/Road,
Ralph,"Stott, Jr.",50,Captain,Career,"Sep 30, 2002","Sep 30, 2002",Trapped,Trauma,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Store/Office,
George,"Batelli, Sr.",55,Firefighter,Volunteer,"Oct 1, 2002","Oct 1, 2002",Stress/Overexertion,Heart Attack,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Kenneth,Taylor,49,Captain,Career,"Oct 9, 2002","Oct 11, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Incident Command,Yes,Residential,
Robert,Peterson,57,Firefighter,Volunteer,"Oct 11, 2002","Oct 11, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Vehicle Driver,Yes,Outdoor Property,
Gerald,Nadeau,51,District Fire Chief,Career,"Sep 19, 2002","Oct 24, 2002",Exposure,Other,On-Scene Fire,Incident Command,Yes,Residential,
Rupert,Fuller,76,Firefighter,Volunteer,"Oct 20, 2002","Oct 24, 2002",Stress/Overexertion,Stroke,On-Scene Emergency,Support,Yes,N/A,
Timothy,DiOrio,36,Lieutenant,Volunteer,"Nov 1, 2002","Nov 1, 2002",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Edmund,Malinski,39,Firefighter,Volunteer,"Nov 4, 2002","Nov 4, 2002",Exposure,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Robert,Poore,71,Firefighter/Dispatcher,Volunteer,"Nov 10, 2002","Nov 10, 2002",Stress/Overexertion,Heart Attack,On-Scene Emergency,Search and Rescue,Yes,Street/Road,
Patrick,Brooks,38,Firefighter,Career,"Nov 12, 2002","Nov 12, 2002",,Heart Attack,On-Duty,Other,No,Store/Office,
Bruce,Fletcher,50,Chief,Volunteer,"Nov 18, 2002","Nov 18, 2002",Stress/Overexertion,Heart Attack,On-Duty,Other,Yes,Store/Office,
Robert,Hanners,33,Firefighter/Engineer,Volunteer,"Nov 25, 2002","Nov 25, 2002",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Store/Office,
Jeffery,Common,30,Firefighter/Engineer,Volunteer,"Nov 25, 2002","Nov 25, 2002",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Store/Office,
Randall,Carpenter,46,Lieutenant,Career,"Nov 25, 2002","Nov 25, 2002",Trapped,Suffocation,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Store/Office,
Kerry,Neis,31,Firefighter,Career,"Dec 4, 2002","Dec 4, 2002",Impact,Trauma,Training,Other,No,Outdoor Property,
Dennis,Harris,43,Firefighter,Volunteer,"Dec 5, 2002","Dec 5, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Water Supply,Yes,Residential,
Michael,DePauw,51,Captain,Career,"Dec 5, 2002","Dec 5, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Henry,Wissel,55,Chief,Volunteer,"Dec 7, 2002","Dec 7, 2002",Stress/Overexertion,Heart Attack,On-Scene Fire,Water Supply,Yes,Store/Office,
Jonathan,Lanphear,23,Firefighter,Volunteer,"Dec 12, 2002","Dec 12, 2002",Impact,Trauma,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Terry,Carroll,51,Firefighter,Volunteer,"Dec 27, 2002","Jan 7, 2003",Stress/Overexertion,Heart Attack,On-Scene Emergency,Support,Yes,Residential,
Lattie,"Collins, III",36,Firefighter,Volunteer,"Jan 8, 2003","Jan 8, 2003",Impact,Trauma,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
James,Pereira,40,Firefighter I,Career,"Jan 9, 2003","Jan 9, 2003",Exposure,Heart Attack,On-Duty,In-Station Duties,No,N/A,
Melinda,Ohler,46,Firefighter,Career,"Jan 8, 2003","Jan 13, 2003",Fall,Trauma,Response,Vehicle Passenger,Yes,Street/Road,
Joseph,Rotherham,46,Captain,Career,"Jan 14, 2003","Jan 14, 2003",Stress/Overexertion,Heart Attack,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
James,McAuley,78,Fire Police Officer,Volunteer,"Jan 17, 2003","Jan 17, 2003",Stress/Overexertion,Heart Attack,On-Scene Fire,Support,Yes,Street/Road,
James,Taylor,28,Firefighter/EMT-I,Career,"Jan 19, 2003","Jan 19, 2003",Impact,Trauma,Response,Vehicle Passenger,Yes,Street/Road,
Gary,Staley,32,Firefighter,Volunteer,"Jan 19, 2003","Jan 19, 2003",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Store/Office,
Keith,Hess,22,Firefighter/EMT,Career,"Jan 20, 2003","Jan 20, 2003",Trapped,Suffocation,On-Scene Fire,Salvage and Overhaul,Yes,Residential,
Dennis,Mignerone,50,Captain,Career,"Jan 21, 2003","Jan 21, 2003",Stress/Overexertion,Heart Attack,Training,Other,No,N/A,
Michael,Copeland,50,Captain,Career,"Jan 25, 2003","Jan 25, 2003",Stress/Overexertion,Heart Attack,Training,Incident Command,No,Residential,
George,"Walker, Jr.",62,Firefighter,Career,"Dec 15, 2002","Feb 1, 2003",Stress/Overexertion,Heart Attack,On-Scene Fire,Support,Yes,Residential,
Robert,Moseley,52,Engineer,Career,"Feb 1, 2003","Feb 1, 2003",Stress/Overexertion,Heart Attack,On-Duty,Support,No,Vacant Property,
Wayne,Clarke,46,Trainee,Career,"Feb 12, 2003","Feb 12, 2003",Stress/Overexertion,Heart Attack,Training,Other,No,Outdoor Property,
Larry,Brown,53,Captain,Career,"Feb 20, 2003","Feb 20, 2003",Stress/Overexertion,Heart Attack,On-Duty,In-Station Duties,No,N/A,
Curtis,Walters,52,Firefighter/EMT,Career,"Feb 26, 2003","Feb 26, 2003",Stress/Overexertion,Heart Attack,On-Duty,In-Station Duties,No,N/A,
Stephen,McGregor,62,Firefighter,Volunteer,"Mar 8, 2003","Mar 8, 2003",Stress/Overexertion,Heart Attack,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Outdoor Property,
Bruce,Young,60,Firefighter,Volunteer,"Mar 9, 2003","Mar 9, 2003",Stress/Overexertion,Heart Attack,Response,Vehicle Driver,Yes,Store/Office,
Mike,Stanley,52,Firefighter,Volunteer,"Mar 15, 2003","Mar 15, 2003",Stress/Overexertion,Heart Attack,On-Scene Fire,Water Supply,Yes,Outdoor Property,
Faron,O'Quin,,Deputy Fire Chief,Volunteer,"Mar 15, 2003","Mar 15, 2003",Impact,Trauma,On-Scene Fire,Other,Yes,Street/Road,
Lawrence,Sweetnich,51,Firefighter,Career,"Mar 15, 2003","Mar 15, 2003",Stress/Overexertion,Heart Attack,On-Duty,Other,No,Store/Office,
Gerald,Schumann,,Firefighter,Volunteer,"Mar 16, 2003","Mar 16, 2003",Stress/Overexertion,Heart Attack,On-Duty,In-Station Duties,No,N/A,
Charles,Mathew,20,Lieutenant,Volunteer,"Mar 18, 2003","Mar 18, 2003",Impact,Trauma,On-Scene Emergency,Other,Yes,Street/Road,
Tom,Kistler,53,Captain,Volunteer,"Mar 19, 2003","Mar 19, 2003",Vehicle Collision,Trauma,Training,Vehicle Passenger,No,Street/Road,
Oscar,"Armstrong, III",25,Firefighter,Career,"Mar 21, 2003","Mar 21, 2003",Trapped,Burns,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
James,Smith,62,Firefighter,Volunteer,"Mar 22, 2003","Mar 22, 2003",Stress/Overexertion,Heart Attack,On-Scene Fire,Advance Hose Lines/Fire Attack,Yes,Residential,
Karlton,Briscoe,16,Youth Firefighter,Volunteer,"Mar 25, 2003","Mar 25, 2003",Impact,Trauma,Response,Personal Vehicle Driver/Passenger,Yes,Street/Road,
Kevin,Whiteley,46,Firefighter/Training Officer,Volunteer,"Mar 26, 2003","Mar 26, 2003",Stress/Overexertion,Heart Attack,On-Scene Emergency,Support,Yes,Residential,
Charles,Krenek,48,Aviation Specialist,Career,"Mar 27, 2003","Mar 27, 2003",Impact,Trauma,On-Scene Emergency,Search and Rescue,No,Outdoor Property,
Isaac,Tshudy,62,Fire Police/Firefighter,Volunteer,"Mar 30, 2003","Mar 30, 2003",Stress/Overexertion,Heart Attack,On-Scene Emergency,Support,Yes,Street/Road,
Richard,Long,56,Firefighter,Volunteer,"Apr 3, 2003","Apr 3, 2003",Impact,Trauma,Response,Vehicle Driver,Yes,Street/Road,
Randy,Hill,43,Battalion Chief,Volunteer,"Apr 7, 2003","Apr 7, 2003",Stress/Overexertion,Heart Attack,Training,Fitness Activity,No,Outdoor Property,
Donald,Maurice,52,Deputy Chief,Volunteer,"Apr 8, 2003","Apr 8, 2003",Stress/Overexertion,Heart Attack,Response,Other,Yes,Store/Office,
Vannie,Keever,54,Assistant Chief,Volunteer,"Apr 10, 2003","Apr 10, 2003",Stress/Overexertion,Heart Attack,On-Scene Fire,Water Supply,Yes,Residential,
Edward,Weber,56,Chief,Volunteer,"Apr 13, 2003","Apr 13, 2003",Stress/Overexertion,Heart Attack,On-Scene Fire,Incident Command,Yes,Outdoor Property,
John,Patrick,54,Lieutenant,Career,"Apr 14, 2003","Apr 14, 2003",Stress/Overexertion,Heart Attack,On-Scene Fire,Ventilation,Yes,Store/Office,
